timestamp,symbol,decision,entry_price,tp,sl,exit_reason,exit_price,profit,take_profit,stop_loss,side,qty,news_refs,news_count,sentiment_score,recommendation,gpt_judgment,cum
2025-11-06T06:01:51.222116,NGAS,STRONG_GO,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,1.670701874185691
2025-11-06T06:01:51.222187,GER40,STRONG_GO,18450.0,18782.0,18284.0,TP,18782.0,0.01799457994579946,,,,,,,,,,1.7007654526263223
2025-11-06T06:04:18.329778,JP225,STRONG_GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,1.683757798100059
2025-11-06T06:04:18.330362,NQ100,STRONG_GO,17900.0,18258.0,17721.0,TP,18258.0,0.02,,,,,,,,,,1.7174329540620603
2025-11-06T06:04:18.330431,XAUUSD,STRONG_GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,1.7431926409293435
2025-11-06T06:04:18.330479,XAGUSD,STRONG_GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,1.7867417885387675
2025-11-06T06:04:18.330526,NGAS,STRONG_GO,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,1.840580696736459
2025-11-06T06:04:18.330569,GER40,STRONG_GO,18450.0,18782.0,18284.0,TP,18782.0,0.01799457994579946,,,,,,,,,,1.8737011732305786
2025-11-06T06:18:01.424018,JP225,STRONG_GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,1.8549641614982728
2025-11-06T08:16:22.068337,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,1.83641451988329
2025-11-06T08:16:23.710529,NQ100,GO,17900.0,18258.0,17721.0,TP,18258.0,0.02,,,,,,,,,,1.8731428102809558
2025-11-06T08:16:24.775921,XAUUSD,GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,1.9012379811209095
2025-11-06T08:16:26.370262,XAGUSD,GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,1.948735481704859
2025-11-06T08:16:27.530344,NGAS,GO,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,2.0074556568158335
2025-11-06T08:16:28.601362,GER40,GO,18450.0,18782.0,18284.0,TP,18782.0,0.01799457994579946,,,,,,,,,,2.0435789781200535
2025-11-06T08:25:46.484134,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.023143188338853
2025-11-06T08:25:47.572080,NQ100,GO,17900.0,18258.0,17721.0,TP,18258.0,0.02,,,,,,,,,,2.06360605210563
2025-11-06T08:25:48.672187,XAUUSD,GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,2.09455797112753
2025-11-06T08:25:49.816621,XAGUSD,GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,2.1468850703358533
2025-11-06T08:25:50.865615,NGAS,GO,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,2.2115759780843844
2025-11-06T08:25:52.236647,GER40,GO,18450.0,18782.0,18284.0,TP,18782.0,0.01799457994579946,,,,,,,,,,2.2513723588282337
2025-11-06T13:31:05.211206,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.2288586352399515
2025-11-06T13:31:07.774074,NQ100,GO,17900.0,18258.0,17721.0,TP,18258.0,0.02,,,,,,,,,,2.2734358079447508
2025-11-06T13:31:10.455471,XAUUSD,GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,2.3075349524773
2025-11-06T13:31:13.225459,XAGUSD,GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,2.365182729263327
2025-11-06T13:31:14.721550,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.341530901970694
2025-11-06T13:31:15.973395,NGAS,GO,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,2.4120869655731223
2025-11-06T13:31:18.040867,NQ100,GO,17900.0,18258.0,17721.0,TP,18258.0,0.02,,,,,,,,,,2.460328704884585
2025-11-06T13:31:19.113867,GER40,GO,18450.0,18782.0,18284.0,TP,18782.0,0.01799457994579946,,,,,,,,,,2.504601286457576
2025-11-06T13:31:21.657818,XAUUSD,GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,2.542167669886952
2025-11-06T13:31:24.996645,XAGUSD,GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,2.605677136657527
2025-11-06T13:31:28.422221,NGAS,GO,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,2.684192573556811
2025-11-06T13:31:31.639903,GER40,GO,18450.0,18782.0,18284.0,TP,18782.0,0.01799457994579946,,,,,,,,,,2.7324934914116
2025-11-06T13:47:24.254441,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.705168556497484
2025-11-06T13:47:24.255396,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.6781168709325094
2025-11-06T13:49:19.149236,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.6513357022231845
2025-11-06T13:49:19.381970,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.6248223452009527
2025-11-06T14:39:44.030722,XAUUSD,GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,2.664191917989633
2025-11-06T14:39:44.049373,XAUUSD,GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,2.70415199293721
2025-11-06T15:57:54.268157,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.677110473007838
2025-11-06T15:57:54.268272,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.6503393682777596
2025-11-06T15:58:37.049391,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.623835974594982
2025-11-06T15:58:37.182851,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.5975976148490325
2025-11-06T15:58:41.272710,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.571621638700542
2025-11-06T15:58:46.364865,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.545905422313537
2025-11-06T15:58:49.308852,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.5204463680904015
2025-11-06T15:58:49.449784,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.4952419044094976
2025-11-06T15:58:57.112938,XAUUSD,GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,2.5326679069580598
2025-11-06T15:59:01.906940,XAGUSD,GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,2.595940046787061
2025-11-06T15:59:02.792421,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.5699806463191903
2025-11-06T15:59:14.640016,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.544280839855998
2025-11-06T15:59:15.351702,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.518838031457438
2025-11-06T15:59:18.151958,NQ100,STRONG_GO,17900.0,18258.0,17721.0,TP,18258.0,0.02,,,,,,,,,,2.569214792086587
2025-11-06T15:59:21.671342,XAUUSD,STRONG_GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,2.6077503101004975
2025-11-06T15:59:25.739361,XAGUSD,STRONG_GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,2.6728981890650068
2025-11-06T15:59:29.300566,NGAS,GO,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,2.7534391609871647
2025-11-06T15:59:32.199865,GER40,GO,18450.0,18782.0,18284.0,TP,18782.0,0.01799457994579946,,,,,,,,,,2.802986142095443
2025-11-06T15:59:36.799182,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,2.7749562806744885
2025-11-06T15:59:40.695343,NQ100,STRONG_GO,17900.0,18258.0,17721.0,TP,18258.0,0.02,,,,,,,,,,2.8304554062879785
2025-11-06T15:59:42.460570,XAUUSD,GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,2.8729092585826703
2025-11-06T15:59:44.381497,XAUUSD,STRONG_GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,2.915999873982923
2025-11-06T15:59:49.160450,XAGUSD,STRONG_GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,2.988848568934643
2025-11-06T15:59:55.452438,NGAS,GO,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,3.078909899985323
2025-11-06T15:59:56.032450,XAGUSD,GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,3.1558284794712335
2025-11-06T15:59:59.650724,GER40,GO,18450.0,18782.0,18284.0,TP,18782.0,0.01799457994579946,,,,,,,,,,3.2126162873403095
2025-11-06T16:00:03.938247,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,3.1804901244669064
2025-11-06T16:00:07.867696,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,3.148685223222237
2025-11-06T16:00:11.881086,XAUUSD,STRONG_GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,3.195912187862695
2025-11-06T16:00:19.011232,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,3.1639530659840682
2025-11-06T16:00:35.324012,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,3.1323135353242275
2025-11-06T16:00:49.251720,NQ100,STRONG_GO,17900.0,18258.0,17721.0,TP,18258.0,0.02,,,,,,,,,,3.1949598060307123
2025-11-06T16:01:01.971241,XAUUSD,STRONG_GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,3.242880840713463
2025-11-06T16:01:14.409574,XAGUSD,STRONG_GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,3.323895808936776
2025-11-06T16:01:27.604148,NGAS,GO,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,3.424052934305401
2025-11-06T16:01:40.829689,GER40,GO,18450.0,18782.0,18284.0,TP,18782.0,0.01799457994579946,,,,,,,,,,3.485667328570409
2025-11-06T16:01:56.394916,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,3.450810655284705
2025-11-06T16:02:09.664537,NQ100,STRONG_GO,17900.0,18258.0,17721.0,TP,18258.0,0.02,,,,,,,,,,3.519826868390399
2025-11-06T16:02:23.754962,XAUUSD,STRONG_GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,3.572620567115193
2025-11-06T16:02:36.465329,XAGUSD,STRONG_GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,3.6618732273070225
2025-11-06T16:02:51.571678,NGAS,GO,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,3.7722144404477316
2025-11-06T16:03:04.739846,GER40,GO,18450.0,18782.0,18284.0,TP,18782.0,0.01799457994579946,,,,,,,,,,3.8400938547690675
2025-11-06T16:03:18.957357,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,3.8016929162213766
2025-11-06T16:03:32.228217,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,3.763675987059163
2025-11-06T16:03:44.611280,XAUUSD,STRONG_GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,3.8201271659347333
2025-11-06T16:04:00.779829,JP225,GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,3.781925894275386
2025-11-06T16:18:57.875611,JP225,GO,35000.0,35805.0,34650.0,TP,35805.0,0.023,,,,,,,,,,3.8689101898437195
2025-11-06T16:25:29.665251,JP225,STRONG_GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,3.830221087945282
2025-11-06T16:25:29.665765,NQ100,STRONG_GO,17900.0,18258.0,17721.0,TP,18258.0,0.02,,,,,,,,,,3.9068255097041877
2025-11-06T16:25:29.665822,XAUUSD,STRONG_GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,3.9654237807674417
2025-11-06T16:25:29.665868,XAGUSD,STRONG_GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,4.064489610617719
2025-11-06T16:25:29.665910,NGAS,STRONG_GO,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,4.186962641931035
2025-11-06T16:25:29.665950,GER40,STRONG_GO,18450.0,18782.0,18284.0,TP,18782.0,0.01799457994579946,,,,,,,,,,4.262305275921339
2025-11-06T16:27:19.095729,JP225,STRONG_GO,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,4.219682223162125
2025-11-06T16:27:19.096471,NQ100,STRONG_GO,17900.0,18258.0,17721.0,TP,18258.0,0.02,,,,,,,,,,4.304075867625367
2025-11-06T16:27:19.096574,XAUUSD,STRONG_GO,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,4.368632475987182
2025-11-06T16:27:19.096629,XAGUSD,STRONG_GO,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,4.477771429468917
2025-11-06T16:27:19.096676,NGAS,STRONG_GO,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,4.612697654661524
2025-11-06T16:27:19.096720,GER40,STRONG_GO,18450.0,18782.0,18284.0,TP,18782.0,0.01799457994579946,,,,,,,,,,4.695701211374132
2025-11-06T16:29:09.374644,NQ100,GO,25185.765625,25689.0,24934.0,timeout,25132.681640625,-0.002107697862569941,,,,,,,,,,4.685804091967652
2025-11-06T16:29:18.076154,XAGUSD,GO,47.599998474121094,48.79,47.03,timeout,47.92499923706055,0.006827747339448923,,,,,,,,,,4.717797578389763
2025-11-06T16:29:27.184312,GER40,GO,23770.98046875,24199.0,23557.0,timeout,23735.080078125,-0.0015102612478351772,,,,,,,,,,4.71067247153199
2025-11-07T00:25:00.806957,JP225,GO,50218.140625,51373.0,49716.0,SL,49716.0,-0.009999187917961668,,,,,,,,,,4.663569572269173
2025-11-07T00:25:01.540808,NQ100,GO,25132.681640625,25635.0,24881.0,timeout,25132.681640625,0.0,,,,,,,,,,4.663569572269173
2025-11-07T00:25:23.696827,JP225,GO,50253.0703125,51409.0,49751.0,SL,49751.0,-0.009990838557283424,,,,,,,,,,4.616976601571973
2025-11-07T00:25:24.127161,NQ100,GO,25132.681640625,25635.0,24881.0,timeout,25132.681640625,0.0,,,,,,,,,,4.616976601571973
2025-11-07T00:25:30.874005,GER40,GO,23743.41015625,24171.0,23530.0,timeout,23743.41015625,0.0,,,,,,,,,,4.616976601571973
2025-11-07T00:25:41.787593,JP225,GO,50253.0,51409.0,49750.0,SL,49750.0,-0.010009352675462161,,,,,,,,,,4.570763654472482
2025-11-07T00:25:41.787859,NQ100,GO,25133.0,25636.0,24882.0,timeout,25132.681640625,-1.2666986631122429e-05,,,,,,,,,,4.570705756670376
2025-11-07T00:25:41.787923,XAUUSD,GO,2668.0,2708.02,2646.66,TP,2708.02,0.014999999999999993,,,,,,,,,,4.639266343020432
2025-11-07T00:25:41.787978,XAGUSD,GO,31.5,32.29,31.12,TP,32.29,0.025079365079365052,,,,,,,,,,4.755616197337452
2025-11-07T00:25:41.788030,NGAS,GO,2.85,2.936,2.807,TP,2.936,0.030175438596491175,,,,,,,,,,4.899119001888687
2025-11-07T00:25:41.788081,GER40,GO,23743.0,24170.0,23529.0,timeout,23743.41015625,1.7274828370467084e-05,,,,,,,,,,4.899203633328611
2025-11-07T00:31:21.946144,JP225,GO,50161.5,51315.0,49660.0,SL,49660.0,-0.009997707405081586,,,,,,,,,,4.850222828884679
2025-11-07T00:31:21.946560,NQ100,GO,25322.7,25829.0,25069.0,timeout,25132.681640625,-0.007503874364700475,,,,,,,,,,4.813827366135926
2025-11-07T00:31:21.946617,GER40,GO,23832.4,24261.0,23618.0,timeout,23743.41015625,-0.003733985823920438,,,,,,,,,,4.795852602991974
2025-11-07T00:31:21.946665,XAUUSD,GO,3991.25,4051.12,3959.32,timeout,3996.0,0.0011901033510804885,,,,,,,,,,4.801560163246082
2025-11-07T00:31:21.946708,XAGUSD,GO,48.194,49.4,47.62,SL,47.62,-0.011910196289994712,,,,,,,,,,4.744372639203602
2025-11-07T00:31:21.946751,NGAS,GO,4.401,4.533,4.335,SL,4.335,-0.014996591683708212,,,,,,,,,,4.673223219938109
2025-11-07T00:31:41.293313,JP225,GO,50161.5,51315.0,49660.0,SL,49660.0,-0.009997707405081586,,,,,,,,,,4.626501701546535
2025-11-07T00:31:41.293605,NQ100,GO,25322.7,25829.0,25069.0,timeout,25132.681640625,-0.007503874364700475,,,,,,,,,,4.591785014030057
2025-11-07T00:31:41.293667,GER40,GO,23832.4,24261.0,23618.0,timeout,23743.41015625,-0.003733985823920438,,,,,,,,,,4.574639353881178
2025-11-07T00:31:41.293719,XAUUSD,GO,3991.25,4051.12,3959.32,timeout,3996.0,0.0011901033510804885,,,,,,,,,,4.580083647506216
2025-11-07T00:31:41.293767,XAGUSD,GO,48.194,49.4,47.62,SL,47.62,-0.011910196289994712,,,,,,,,,,4.525533952239822
2025-11-07T00:31:41.293811,NGAS,GO,4.401,4.533,4.335,SL,4.335,-0.014996591683708212,,,,,,,,,,4.457666367407323
2025-11-07T04:35:49.003446,JP225,GO,49899.328125,51047.0,49400.0,timeout,50052.390625,0.0030674260706791833,,,,,,,,,,4.4713399294370975
2025-11-07T04:35:49.869868,NQ100,GO,25132.681640625,25635.0,24881.0,timeout,25132.681640625,0.0,,,,,,,,,,4.4713399294370975
2025-11-07T04:35:50.278292,GER40,GO,23743.41015625,,,timeout,,0.0,24171.0,23530.0,BUY,1.0,"['Kristen Bell Turns Off the Comments', 'Supercon 2025 Badge Gets Vintage Star Trek Makeover', 'Dax Shepard’s Haters Feel Vindicated By Kristen Bell Instagram Drama']",10.0,0.028750000000000008,BUY,Decision=GO; recommendation=BUY; news_count=10; sentiment=0.029,4.4713399294370975
2025-11-07T04:36:31.044078,JP225,GO,49899.5390625,51047.0,49401.0,timeout,50054.5703125,0.003106867376185996,,,,,,,,,,4.485231789591704
2025-11-07T04:36:31.044650,NQ100,GO,25132.681640625,25635.0,24881.0,timeout,25132.681640625,0.0,,,,,,,,,,4.485231789591704
2025-11-07T04:36:31.044956,GER40,GO,23743.41015625,,,timeout,,0.0,24171.0,23530.0,BUY,1.0,"['Kristen Bell Turns Off the Comments', 'Supercon 2025 Badge Gets Vintage Star Trek Makeover', 'Dax Shepard’s Haters Feel Vindicated By Kristen Bell Instagram Drama']",10.0,0.028750000000000008,BUY,Decision=GO; recommendation=BUY; news_count=10; sentiment=0.029,4.485231789591704
2025-11-07T04:36:31.446707,XAUUSD,GO,4003.300048828125,4063.35,3971.27,timeout,4002.60009765625,-0.00017484354490987874,,,,,,,,,,4.484447575765869
2025-11-07T04:36:31.798668,XAGUSD,GO,48.2599983215332,49.47,47.68,timeout,48.28499984741211,0.0005180589877424587,,,,,,,,,,4.486770784137555
2025-11-07T04:36:32.154453,NGAS,GO,4.375999927520752,4.507,4.31,timeout,4.413000106811523,0.008455251349086321,,,,,,,,,,4.524707558863175
